column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,target
2,37.1836001332977,a1,b0,b0,23,q1,17000,5,86,24,1,80.338554502001,1,c4,0,e,2.41291664894297,311878.42632268
1,24.9205711817533,a1,b0,b0,47,q1,10,7,211,11,3,55.4784348152481,1,c4,1,f,2.4559277819734,942843.873308157
1,16.4901115455292,a1,b0,b0,41,q1,22023,3,170,3,0,54.1990368310519,1,c4,0,e,3.0797697921026,744695.930657938
2,38.5198992060866,a2,b0,b0,0,q1,2000,3,105,4,0,79.1252010865025,1,c4,0,e,7.40315443583797,317724.458408324
2,38.5198992060866,a1,b91,b91,32,q2,26500,4,249,9,2,71.7837868183371,1,c1,0,k,3.9486297891093,2312597.45253315
1,22.1337352817993,a3,b37,b37,27,q2,15000,5,170,9,2,61.8191669390275,1,c1,0,f,4.60023392630375,1105915.78263853
1,30.4252462333566,a1,b0,b0,21,q1,80000,8,217,21,0,69.312261840456,1,c4,0,k,3.98019564756404,608966.334023837
2,13.6352610861514,a1,b44,b44,15,q2,11,7,170,11,1,64.3303674038926,1,c4,0,e,4.51470163675502,528248.507893479
1,22.1337352817993,a1,b67,b67,5,q1,32500,5,115,31,6,63.0765004056888,1,c3,0,d,0.910898936584051,377808.230210845
2,17.9096121809599,a1,b0,b0,29,q1,7000,3,150,5,1,45.1297963611778,1,c4,0,e,5.84348236284244,714065.85161945
2,43.8170582119494,a1,b0,b0,0,q2,20000,7,245,5,1,81.5490970333725,1,c1,1,k,4.7151205228684,1336406.02941885
2,13.6352610861514,a1,b0,b0,3.502083333,q1,1,4,181,7,1,45.1297963611778,1,c3,0,j,3.48790271138194,847012.551999308
2,47.7420213356935,a1,b0,b0,20,q1,34000,5,175,32,1,81.5490970333725,1,c1,0,a,6.04158634457868,556909.250558312
2,19.3234625127531,a1,b0,b0,27,q1,36000,5,181,8,0,47.7420213356935,1,c3,1,j,7.62577855365207,588364.921256059
2,16.4901115455292,a1,b0,b0,30,q1,34000,5,244,14,0,46.4380894576392,1,c1,0,f,2.13759412489388,1203126.36735707
1,26.3052646195319,a1,b0,b0,0,q1,12200,5,123,5,1,64.3303674038926,1,c0,0,a,2.09164564855572,302930.582581274
2,6.44714919221317,a3,b1987,b0,4.323726852,q2,101,3,313,1,0,54.1990368310519,1,c1,0,k,1.0715954721026,3063995.89321409
1,20.7315254450123,a3,b0,b0,0,q1,43000,8,170,14,1,70.5496016560626,1,c4,0,e,0.449278924561696,512131.249621705
2,34.4959241463777,a1,b0,b0,7,q2,37450,5,241,7,2,61.8191669390275,1,c7,0,i,7.32386924127624,1532919.00655493
1,22.1337352817993,a1,b0,b0,47,q1,1,4,224,25,1,54.1990368310519,1,c4,0,f,6.66931537506487,1372238.61305954
2,47.7420213356935,a1,b0,b0,2,q1,50000,7,288,15,3,81.5490970333725,1,c1,0,j,3.28418569183453,1127570.80268973
1,15.0651993779242,a1,b15,b0,44.39798611,q1,1,2,180,7,0,43.8170582119494,1,c4,0,f,6.23363951359993,1524945.48994989
1,6.44714919221317,a3,b0,b0,51,q2,2,5,140,14,0,75.4678789931438,1,c4,0,e,6.00577030092985,572263.709049474
1,27.6842218819402,a3,b0,b0,34,q1,49000,4,123,6,4,58.0257856992892,1,c1,0,a,0.787061294941478,296375.960182168
1,9.32308306580765,a3,b0,b0,31,q1,13000,3,123,3,1,39.851300984057,1,c1,0,b,2.32308751806379,293294.349089236
1,,a1,b0,b0,59,q1,425,7,140,7,0,74.2428802705391,1,c1,0,c,5.13985433949658,339685.574675434
1,17.9096121809599,a1,b0,b0,29,q2,35000,4,249,14,2,59.2938695040295,1,c1,1,l,1.30742890377678,2660836.89646611
2,27.6842218819402,a3,b0,b0,28,q1,51000,6,197,24,1,91.1366341827467,1,c1,0,b,2.61498504030616,675219.001865578
2,22.1337352817993,a1,b7,b7,15.30416667,q2,82000,5,170,65,0,50.337125292176,1,c3,0,j,3.05052029918582,1380763.08027513
2,20.7315254450123,a1,b0,b0,31,q1,1,3,123,18,1,69.312261840456,1,c0,0,b,1.68372863829315,440715.138369564
2,29.0575203695418,a1,b0,b0,0,q1,40000,7,211,33,4,56.753995630812,1,c4,0,f,4.55737287091976,917315.583792452
2,26.3052646195319,a2,b298,b298,55.24290509,q1,1,2,181,0,0,54.1990368310519,1,c3,1,j,3.82693687343228,1021994.41932903
1,15.0651993779242,a1,b55,b55,36.5728125,q1,5,3,230,11,0,52.9157332566897,1,c4,0,f,3.16193061477172,1602274.17082684
1,13.6352610861514,a1,b0,b0,0,q1,51500,7,282,7,0,70.5496016560626,1,c3,1,j,3.36364935816578,1173918.08572353
2,20.7315254450123,a1,b0,b0,26.13413194,q2,1,2,217,7,0,55.4784348152481,1,c4,0,k,6.909161798565,2709283.14926935
1,12.2008971948739,a1,b0,b0,21,q1,1,6,211,13,1,46.4380894576392,1,c4,1,f,1.28906041831967,1023882.31518311
1,20.7315254450123,a1,b66,b66,31,q1,32000,5,105,5,1,56.753995630812,1,c1,0,e,2.9090778463981,277027.955929976
1,16.4901115455292,a3,b0,b0,7,q1,54000,6,140,16,3,51.6284536103333,1,c1,0,c,0.944774556403647,457280.268149902
2,5.02065789022061,a1,b0,b0,150.3868056,q1,36000,6,105,6,3,39.851300984057,1,c4,0,e,4.5871705203113,328823.264790674
1,37.1836001332977,a3,b0,b0,29.31527778,q1,21000,7,170,8,2,81.5490970333725,1,c4,0,e,4.91937173280115,501350.003557196
2,24.9205711817533,a1,b42,b42,17,q1,1,5,309,15,0,54.1990368310519,1,c3,1,j,2.98696605055502,1916268.70325698
2,22.1337352817993,a1,b0,b0,0,q1,45100,5,200,16,2,69.312261840456,1,c4,0,e,1.07355231917545,617209.287205096
2,30.4252462333566,a1,b0,b0,51,q1,38000,4,181,48,3,60.5583096525839,1,c1,0,j,5.01512321277318,748335.786496903
2,26.3052646195319,a1,b17,b17,7,q1,60000,6,115,4,2,52.9157332566897,1,c4,0,c,0.712243297362045,316515.407354789
2,13.6352610861514,a1,b0,b0,31,q1,0,5,249,59,0,47.7420213356935,1,c4,0,e,1.19560135406476,1595051.81082732
1,22.1337352817993,a2,b0,b0,43,q1,10,6,211,28,2,51.6284536103333,1,c4,0,f,0.143552855803256,882963.143244467
2,13.6352610861514,a1,b0,b0,2,q2,105000,6,190,27,4,63.0765004056888,1,c1,0,d,1.63334961938464,808602.593228558
2,41.1778999978294,a1,b96,b96,5,q1,144000,7,174,32,0,80.338554502001,1,c0,0,b,2.47603104512608,571417.334016973
1,27.6842218819402,a3,b0,b0,9,q1,20000,5,115,7,0,74.2428802705391,1,c4,0,c,1.64840278123933,304806.944897742
2,39.851300984057,a1,b0,b0,0,q2,65000,6,173,17,3,89.9472804140842,1,c3,0,j,6.55048910668724,1136498.66166654
2,19.3234625127531,a1,b0,b0,0,q1,0,7,167,14,13,52.9157332566897,1,c3,1,j,3.11965499232639,518814.614700724
2,30.4252462333566,a3,b64,b0,123,q2,78000,8,245,2,0,60.5583096525839,1,c1,0,k,5.965868959672,1237234.50462087
2,16.4901115455292,a1,b176,b176,26,q2,1000,5,140,7,3,46.4380894576392,1,c1,0,e,1.12572578348379,588482.947432558
2,5.02065789022061,a1,b0,b0,6,q2,30000,5,245,35,4,82.7568668429828,1,c4,0,e,4.99566141884617,1668681.37982002
2,22.1337352817993,a1,b44,b44,3.529166667,q2,28427,3,249,31,0,50.337125292176,1,c4,0,k,2.53255250263427,2669541.79672514
2,19.3234625127531,a1,b0,b0,49,q2,1,5,173,21,1,54.1990368310519,1,c3,0,j,4.33473044148178,1292016.78006183
2,33.1443515440171,a1,b484,b484,50,q2,106000,7,190,14,2,75.4678789931438,1,c1,0,d,4.80061852951046,816535.719605853
2,38.5198992060866,a3,b0,b0,16,q1,47000,6,170,7,1,73.0148644148498,1,c1,0,e,2.41366981970975,564009.495943495
2,12.2008971948739,a1,b41,b41,0,q1,20000,4,169,19,2,46.4380894576392,1,c4,0,c,7.02533480036259,769681.201703008
2,46.4380894576392,a1,b0,b0,5,q1,42935,4,175,14,0,81.5490970333725,1,c0,0,b,5.61915478961353,880254.617972602
2,9.32308306580765,a3,b10,b10,29,q1,25000,4,123,6,1,49.0416735308324,1,c0,0,a,5.65066858442167,318311.95063684
2,43.8170582119494,a1,b0,b0,7,q1,5100,3,150,23,3,70.5496016560626,1,c4,0,e,4.16240418914764,825759.737382867
1,24.9205711817533,a1,b0,b0,18,q1,10000,5,224,41,1,71.7837868183371,1,c1,0,f,5.50048301038861,1102605.31388625
2,31.7874914314649,a1,b61,b61,6,q2,67000,5,170,19,0,63.0765004056888,1,c4,1,e,3.16763116199223,649771.158602267
2,26.3052646195319,a1,b1011,b2162,28.5194213,q1,5,2,123,2,0,55.4784348152481,1,c0,0,b,4.17163356996893,498550.222721637
2,42.4997888846442,a1,b0,b0,0,q2,11000,5,231,5,2,81.5490970333725,1,c1,0,d,6.29927098718468,958163.980515438
2,29.0575203695418,a1,b4,b4,19,q1,15960,5,170,21,1,59.2938695040295,1,c4,0,e,3.04805525447891,611551.499565234
2,42.4997888846442,a1,b51,b51,6,q1,19900,3,181,21,1,69.312261840456,1,c1,0,j,5.31967314351735,690894.499472145
2,24.9205711817533,a1,b0,b0,0,q1,39000,6,174,7,0,55.4784348152481,1,c1,0,b,4.98933445631286,558947.555353517
2,38.5198992060866,a1,b0,b0,74,q1,28000,6,249,17,0,65.5808236534227,1,c4,0,e,3.91356060083159,1137099.09826207
2,13.6352610861514,a1,b0,b0,39,q1,0,6,160,6,0,52.9157332566897,1,c4,0,c,6.73372269706863,567948.928702124
2,38.5198992060866,a1,b0,b0,0,q1,15100,5,140,20,0,80.338554502001,1,c1,0,e,3.24541505097693,629196.608686813
2,35.842307596661,a3,b0,b0,37,q1,20000,7,140,10,0,88.7553963027039,1,c4,0,c,2.61794518910512,267965.549469521
2,31.7874914314649,a3,b0,b0,12,q1,20000,6,175,10,0,63.0765004056888,1,c0,0,b,2.84743347197601,848414.487223696
1,15.0651993779242,a1,b214,b214,29.55069444,q1,19800,3,125,4,0,56.753995630812,1,c4,0,f,1.49848250579979,713423.871256065
1,6.44714919221317,a2,b0,b0,63,q1,10000,4,224,5,0,38.5198992060866,1,c4,0,f,4.77781663402943,1489362.87808242
2,26.3052646195319,a1,b37,b37,0,q1,5000,4,105,3,0,54.1990368310519,1,c4,0,e,3.99067237812897,463682.402196602
1,15.0651993779242,a1,b0,b0,16,q1,26000,6,170,7,0,47.7420213356935,1,c4,0,e,6.11255811205287,564162.066173137
1,24.9205711817533,a3,b0,b0,34,q1,5000,6,117,2,0,60.5583096525839,1,c1,0,d,4.3756434397575,482782.457244235
2,31.7874914314649,a1,b96,b96,14,q1,27001,6,141,10,1,93.5078757118289,1,c3,0,d,2.84186680816877,460632.456816376
2,55.4784348152481,a1,b0,b0,70,q2,0,5,170,17,1,104.061027271677,1,c1,0,e,3.86771069330133,691940.332373801
2,17.9096121809599,a3,b0,b0,25,q1,50000,6,170,7,0,89.9472804140842,1,c1,0,e,3.8395067663179,597795.08108007
1,20.7315254450123,a1,b7,b7,3,q2,69000,5,160,26,3,49.0416735308324,1,c4,0,c,3.04232938472206,640187.947388068
2,33.1443515440171,a1,b0,b0,69,q2,74691,6,245,27,2,77.9089976442515,1,c4,1,k,3.54179305656532,1193555.57368865
2,10.7630308655539,a1,b0,b0,0,q1,25000,3,105,2,0,39.851300984057,1,c4,0,e,6.20236137920719,318824.321783876
1,38.5198992060866,a3,b0,b0,72,q1,35600,6,141,23,3,80.338554502001,1,c1,0,d,1.72899512662719,449764.340656992
1,22.1337352817993,a1,b147,b0,29,q1,9800,4,107,1,0,73.0148644148498,1,c0,0,a,6.24491437477203,380951.513574768
2,29.0575203695418,a1,b0,b0,7,q1,20000,4,249,7,1,76.6899040168582,1,c1,0,e,6.61414555360198,1599413.77705607
2,9.32308306580765,a1,b1838,b16,21,q1,44400,4,148,10,0,56.753995630812,1,c1,0,j,4.71074473706207,597156.094785602
2,15.0651993779242,a1,b1793,b1793,48,q1,50000,6,181,10,3,42.4997888846442,1,c3,1,j,5.68178435113967,676954.061363502
2,39.851300984057,a3,b90,b1589,19.32340278,q1,3,3,224,25,0,80.338554502001,1,c4,0,f,7.37634190745882,1627543.81644062
2,29.0575203695418,a3,b0,b0,10,q1,12000,6,241,35,0,70.5496016560626,1,c7,0,i,2.55540465023933,1390048.06657229
1,10.7630308655539,a1,b0,b0,54,q1,22000,6,177,6,1,54.1990368310519,1,c1,0,f,2.33017293877301,1066976.25102175
1,6.44714919221317,a1,b0,b0,42.20244213,q1,1,3,123,1,0,38.5198992060866,1,c1,0,a,0.60072685933021,438028.192728773
2,43.8170582119494,a1,b0,b0,19.54166667,q1,0,3,181,16,0,79.1252010865025,1,c3,1,j,6.25755089715211,1021712.65168757
1,24.9205711817533,a1,b0,b0,49,q1,70000,7,115,18,2,81.5490970333725,1,c4,0,c,4.7680190959166,274652.73239631
2,23.5300769028817,a1,b0,b0,0,q1,0,4,224,15,0,76.6899040168582,1,c4,0,f,2.5421179223497,1412155.0910412
2,10.7630308655539,a1,b0,b0,22,q1,51600,4,170,6,0,42.4997888846442,1,c4,0,c,7.46484878256588,712579.550642023
2,26.3052646195319,a1,b0,b0,0,q1,10000,10,288,4,1,56.753995630812,1,c3,0,j,0.869596782414988,1205552.98482042
1,13.6352610861514,a3,b0,b0,0,q1,62146,6,175,8,0,64.3303674038926,1,c0,0,b,2.77757580411114,648372.06911542
2,29.0575203695418,a1,b0,b0,0,q2,10000,6,200,11,4,66.8279233004922,1,c1,0,h,3.17872310160401,906829.985679042
2,24.9205711817533,a1,b0,b0,7,q1,41215,5,249,22,2,55.4784348152481,1,c4,0,e,5.29585425453049,1085809.96317597
2,51.6284536103333,a1,b0,b0,12,q2,58300,6,224,3,3,85.1642362479363,1,c4,0,f,2.72535685491695,1029039.27274685
2,43.8170582119494,a1,b17,b17,8,q1,60000,4,107,3,0,70.5496016560626,1,c0,0,b,2.87614362941614,320546.047220112
1,23.5300769028817,a3,b60,b60,7,q1,10,2,110,7,0,75.4678789931438,1,c4,0,e,0.668533493954822,471182.909156959
2,20.7315254450123,a1,b51,b51,26.36359954,q1,2,2,107,0,0,58.0257856992892,1,c0,0,b,0.929301240627425,431691.47789933
2,3.61439547602665,a1,b14,b14,16,q1,21000,7,140,10,1,50.337125292176,1,c1,0,c,1.49019044454527,269999.13667224
2,27.6842218819402,a1,b0,b0,29,q1,1,2,181,9,0,59.2938695040295,1,c3,0,j,4.17037091466912,962868.881093483
2,42.4997888846442,a1,b0,b0,18,q1,10000,3,181,8,2,81.5490970333725,1,c1,0,j,5.94045086372072,948102.177313259
2,23.5300769028817,a1,b0,b0,13,q2,32189,8,235,28,1,59.2938695040295,1,c3,0,j,1.34177725046155,1560549.94515846
1,22.1337352817993,a1,b0,b0,24,q1,66200,7,174,11,2,60.5583096525839,1,c1,0,a,5.15979100752305,631053.653785308
2,19.3234625127531,a1,b0,b0,53,q1,18500,7,107,10,1,75.4678789931438,1,c1,0,a,5.58853558441472,243798.526756099
1,22.1337352817993,a3,b0,b0,60,q1,53638,6,170,6,3,71.7837868183371,1,c1,0,e,4.00694847506567,683881.525314573
1,10.7630308655539,a3,b85,b85,37,q1,15000,6,211,11,5,49.0416735308324,1,c1,1,f,5.71957280737248,976192.152589916
1,9.32308306580765,a1,b0,b0,36,q1,45000,7,211,5,1,46.4380894576392,1,c4,1,f,3.71826072113262,827328.861241002
2,29.0575203695418,a1,b0,b0,0,q1,17800,4,224,26,0,70.5496016560626,1,c4,0,f,4.24604449374022,1542032.93198361
1,7.88327128357425,a3,b37,b37,8,q2,28780,5,235,3,1,60.5583096525839,1,c3,0,j,7.0411805695559,1906959.21743999
2,33.1443515440171,a1,b0,b0,37,q1,47000,6,200,31,2,75.4678789931438,1,c8,0,h,0.814720782370769,909849.625114852
2,23.5300769028817,a1,b0,b0,22,q1,71480,8,280,18,0,80.338554502001,1,c4,0,e,6.71383855009694,950886.29601534
2,22.1337352817993,a2,b50,b50,41,q1,56000,5,225,20,2,58.0257856992892,1,c4,0,f,2.66157079381759,952622.963473478
2,7.88327128357425,a1,b0,b0,9,q1,96000,8,115,13,4,45.1297963611778,1,c4,0,c,6.1861847002635,252309.197162281
2,19.3234625127531,a1,b12,b12,32.26388889,q1,31000,6,184,13,0,51.6284536103333,1,c4,0,k,1.54157419898739,678556.830648477
1,17.9096121809599,a3,b0,b0,0,q1,20000,3,110,16,0,70.5496016560626,1,c4,0,e,6.88649565949309,368053.357781611
1,15.0651993779242,a2,b659,b659,30,q1,90000,5,224,7,3,52.9157332566897,1,c1,0,f,6.30793426220411,995503.184206701
1,19.3234625127531,a1,b18,b0,30,q1,58315,5,175,3,1,73.0148644148498,1,c0,0,a,3.15746814403955,891012.819656257
2,27.6842218819402,a1,b0,b0,8,q2,10000,5,184,34,0,58.0257856992892,1,c4,0,k,5.20309776146163,650362.837199053
1,13.6352610861514,a3,b39,b39,109,q1,15500,5,224,5,1,50.337125292176,1,c4,0,f,4.80996748222961,1005345.47663118
2,22.1337352817993,a1,b0,b0,14,q2,1,4,243,6,6,55.4784348152481,1,c7,0,i,2.49771019448119,2093770.88321015
2,19.3234625127531,a1,b72,b72,21.20833333,q2,102474,6,173,29,1,74.2428802705391,1,c3,0,j,5.39284249809678,1092964.8004371
2,22.1337352817993,a1,b143,b143,0,q2,75000,6,140,20,4,52.9157332566897,1,c4,0,e,1.18729717927279,507704.607956806
1,16.4901115455292,a1,b0,b0,0,q1,67560,7,209.44,35,4,51.6284536103333,1,c8,0,h,4.99875540721608,765075.299106293
1,10.7630308655539,a1,b0,b0,66,q1,72000,6,105,6,0,58.0257856992892,1,c1,0,e,3.42044370500393,309338.75560632
2,33.1443515440171,a1,b0,b0,15,q1,1,6,173,12,0,61.8191669390275,1,c0,0,a,2.89772124427598,687004.366933719
2,9.32308306580765,a1,b0,b0,17,q1,1500,4,175,11,0,45.1297963611778,1,c0,0,b,7.38084374539676,951758.134851902
2,39.851300984057,a1,b545,b545,6,q2,17000,6,190,6,0,65.5808236534227,1,c3,0,d,4.08938758474071,969902.743616045
1,27.6842218819402,a3,b0,b0,60,q2,30100,6,235,1,0,71.7837868183371,1,c3,1,j,4.18134802544546,1953518.48403282
2,27.6842218819402,a1,b249,b249,34,q1,14634,4,175,5,2,55.4784348152481,1,c1,0,b,5.11382708841154,806124.347394543
1,20.7315254450123,a1,b15,b15,0,q1,39000,6,115,7,1,56.753995630812,1,c4,0,c,3.32392355859536,303039.744399457
2,23.5300769028817,a1,b0,b0,31,q2,45000,5,245,8,1,50.337125292176,1,c4,0,k,4.30867781847874,1748171.00356321
1,7.88327128357425,a1,b32,b32,55,q1,3000,3,110,16,0,43.8170582119494,1,c1,0,f,5.17895034295762,617880.110671594
2,31.7874914314649,a1,b0,b0,0,q2,100000,6,173,93,0,68.071718974069,1,c3,0,j,4.24050503809995,1200063.2118767
1,22.1337352817993,a2,b0,b0,33,q1,4000,6,224,19,2,69.312261840456,1,c1,0,f,1.85385395860226,1203572.06296682
2,69.312261840456,a1,b0,b0,17,q1,16186,4,177,6,0,101.731912280157,1,c1,0,f,1.22441533476325,1470982.50716963
2,38.5198992060866,a1,b0,b0,4,q1,2,5,249,27,6,82.7568668429828,1,c4,0,e,1.42706848671766,1224991.76077939
1,13.6352610861514,a1,b0,b0,38,q1,60000,7,170,13,0,58.0257856992892,1,c4,0,e,5.03450557807825,543422.591622113
2,73.0148644148498,a1,b0,b0,47,q2,5000,4,217.54,18,0,101.731912280157,1,c4,0,k,5.56501845243048,2312597.45253315
2,37.1836001332977,a1,b0,b0,33.44236111,q2,20191,4,235,11,0,76.6899040168582,1,c3,0,j,1.87326921471608,1830380.88736885
2,41.1778999978294,a1,b0,b0,82,q1,0,5,381,7,1,76.6899040168582,1,c4,0,k,0.64646236986281,2962533.3491751
2,27.6842218819402,a1,b0,b0,66,q1,53333,7,209,15,0,70.5496016560626,1,c1,0,h,1.03305738027609,741305.20743025
2,24.9205711817533,a1,b0,b0,25,q2,35100,6,177,20,5,54.1990368310519,1,c1,0,f,3.51313920429149,891532.219463342
1,9.32308306580765,a3,b0,b0,70,q1,42400,6,123,6,1,46.4380894576392,1,c1,0,b,2.40264903022325,303988.131159602
2,34.4959241463777,a1,b0,b0,25,q1,15000,4,144,12,1,64.3303674038926,1,c3,0,d,1.0452270071381,619871.839191913
2,19.3234625127531,a1,b0,b0,18,q1,26000,5,140,7,1,49.0416735308324,1,c1,0,c,5.55753740803195,488495.176284737
2,34.4959241463777,a1,b0,b0,0,q1,10,5,123,29,0,82.7568668429828,1,c0,0,b,0.953765098304907,338460.708459093
2,49.0416735308324,a1,b7,b7,11,q2,62000,4,140,37,3,74.2428802705391,1,c4,0,e,5.88592011579551,784885.520345984
2,22.1337352817993,a1,b313,b313,33.98611111,q2,18000,3,197,8,1,59.2938695040295,1,c1,0,a,5.73609985375959,1014577.56859057
2,41.1778999978294,a3,b88,b0,37,q2,14000,4,190,9,4,66.8279233004922,1,c3,0,d,6.81660633083653,863587.301270619
2,26.3052646195319,a1,b10,b10,4.559027778,q1,1,3,150,1,0,77.9089976442515,1,c3,1,j,4.55349787698887,836499.988885785
2,43.8170582119494,a1,b0,b0,15,q1,70000,8,510,13,0,73.0148644148498,1,c1,0,l,5.36583877231337,1384753.5208761
2,35.842307596661,a3,b0,b0,33,q1,10000,3,150,10,1,80.338554502001,1,c1,0,j,3.6439981917634,610759.240827351
2,31.7874914314649,a1,b0,b0,9,q1,60000,6,211,18,0,81.5490970333725,1,c1,0,f,0.917684125765828,958649.211279661
1,0,a3,b0,b0,55,q2,10000,6,197,11,2,45.1297963611778,1,c0,0,a,0.548730515561914,708232.763120874
2,26.3052646195319,a1,b0,b0,32,q2,163500,8,235,60,1,69.312261840456,1,c3,1,j,3.40605100182349,1164028.35267527
1,7.88327128357425,a1,b591,b591,22.44193287,q1,2,2,123,0,0,46.4380894576392,1,c0,0,b,6.71472189730645,456431.976970117
1,13.6352610861514,a1,b420,b420,37,q1,45000,6,170,9,1,75.4678789931438,1,c1,0,e,2.46103203519688,619718.890716934
2,6.44714919221317,a3,b97,b97,6,q1,57000,6,197,6,0,37.1836001332977,1,c1,0,b,3.67578046646459,733478.904935318
1,23.5300769028817,a1,b0,b0,15,q1,12000,4,175,8,0,61.8191669390275,1,c0,0,b,1.97643184952911,1036007.88015515
1,10.7630308655539,a1,b0,b0,35,q1,10000,6,170,7,0,86.3639075661322,1,c4,0,e,0.879163666328964,606749.714798647
2,49.0416735308324,a1,b0,b0,7,q1,38098,7,141,21,3,89.9472804140842,1,c1,0,d,5.12814058606654,378199.387525433
2,51.6284536103333,a1,b0,b0,50.16458333,q2,1,3,217,25,1,104.061027271677,1,c4,1,k,4.36087645954708,2444587.63259699
2,27.6842218819402,a1,b0,b0,6,q1,65000,7,170,24,0,76.6899040168582,1,c4,0,e,1.6458022082025,511100.581951334
2,17.9096121809599,a1,b174,b174,13,q1,15000,4,184,43,2,45.1297963611778,1,c4,0,k,4.27856712685123,951448.770279787
1,10.7630308655539,a1,b0,b0,0,q1,15000,4,125,1,0,39.851300984057,1,c4,0,f,7.25967101185132,589211.946428223
1,9.32308306580765,a1,b0,b0,50,q1,4000,3,105,3,0,43.8170582119494,1,c1,0,e,6.49075332261565,416596.601048938
1,16.4901115455292,a1,b0,b0,20,q1,10000,3,249,16,4,56.753995630812,1,c1,0,e,2.09669191952894,1629554.76834948
1,23.5300769028817,a1,b0,b0,37,q1,25000,6,211,62,3,54.1990368310519,1,c1,0,f,-0.574972180807593,864027.025325481
2,26.3052646195319,a1,b7,b7,2,q1,22000,5,181,26,2,58.0257856992892,1,c3,0,j,1.38518720831698,509779.470434334
2,23.5300769028817,a1,b0,b0,10,q2,10070,5,163.15,10,0,61.8191669390275,1,c4,0,c,3.77745136887552,695984.610085428
2,26.3052646195319,a1,b0,b0,29,q1,105000,7,141,17,0,80.338554502001,1,c3,0,d,1.21720844744865,409106.094842216
2,43.8170582119494,a1,b0,b0,15,q1,0,7,241,51,0,91.1366341827467,1,c7,0,i,1.15407123406299,1282761.02750405
2,34.4959241463777,a3,b0,b0,88,q1,97000,6,200,17,4,61.8191669390275,1,c1,0,h,4.44031572664138,995981.863338404
2,12.2008971948739,a3,b3,b3,28,q1,79178,6,170,13,3,56.753995630812,1,c1,0,e,2.61672924549106,535193.525136528
1,6.44714919221317,a1,b147,b147,17.32777778,q1,1,3,181,1,0,45.1297963611778,1,c1,1,j,1.88495474934681,844208.864650903
1,55.4784348152481,a1,b0,b0,20,q1,25000,6,174,7,0,79.1252010865025,1,c1,0,b,4.17180859649919,641294.314029617
2,9.32308306580765,a1,b0,b0,52,q1,30000,4,123,4,3,41.1778999978294,1,c1,0,a,1.81355103863922,342881.721065391
1,20.7315254450123,a1,b0,b0,25,q2,11000,4,248.88,3,0,73.0148644148498,1,c1,1,l,2.75007493612595,3057470.61195527
2,30.4252462333566,a1,b7,b7,12,q2,45600,5,235,26,2,66.8279233004922,1,c3,1,j,0.274765710330374,1989353.20473217
1,31.7874914314649,a1,b0,b0,34,q1,7000,6,150,8,0,73.0148644148498,1,c1,0,e,4.13140347114564,504447.523893988
1,10.7630308655539,a1,b0,b0,19,q1,20000,5,170,5,0,73.0148644148498,1,c1,0,e,6.17111458207672,691542.910972278
2,50.337125292176,a1,b0,b0,10,q1,50000,6,163,5,1,77.9089976442515,1,c1,0,j,3.53211292088369,1170192.388459
2,16.4901115455292,a1,b15,b15,5,q1,93137,6,123,3,2,45.1297963611778,1,c0,0,a,4.07063249136519,260188.638942334
2,27.6842218819402,a1,b0,b0,53,q2,21000,3,177,8,0,55.4784348152481,1,c4,0,f,4.53666594321033,1320305.05960058
2,27.6842218819402,a1,b0,b0,19,q1,45000,5,140,7,1,92.3234890436144,1,c1,0,c,0.990462562912658,410005.591772951
2,43.8170582119494,a1,b0,b0,0,q1,18200,5,140,9,2,91.1366341827467,1,c4,0,c,1.03718640490171,304390.70734458
2,45.1297963611778,a1,b0,b0,12,q2,88000,8,235,23,0,76.6899040168582,1,c1,0,j,5.78064045809108,1097848.29628755
1,22.1337352817993,a3,b0,b0,36.30902778,q1,50594,4,107,0,0,64.3303674038926,1,c0,0,b,1.78835217699501,341269.006019057
2,39.851300984057,a3,b0,b0,23.23290509,q1,22241,3,340,8,0,76.6899040168582,1,c10,0,l,0.448354572433571,3296238.01018662
2,39.851300984057,a1,b32,b32,31.18472222,q1,0,3,107,4,0,83.9619011469807,1,c0,0,a,4.85983556859281,392212.495053478
2,23.5300769028817,a1,b12,b18,22.29444444,q1,1,2,249,18,0,51.6284536103333,1,c4,0,e,5.43872017470906,1978600.99248155
2,23.5300769028817,a1,b0,b0,61.33819444,q1,2,2,110,3,1,56.753995630812,1,c4,0,e,3.52672820582467,449798.809892935
2,33.1443515440171,a1,b0,b0,0,q1,1,4,175,19,0,70.5496016560626,1,c0,0,b,5.16980672153088,1141217.61134541
1,12.2008971948739,a1,b0,b0,14,q1,20000,5,117,3,2,52.9157332566897,1,c3,0,d,0.335879932949131,528033.894390703
1,12.2008971948739,a3,b0,b0,49,q1,1,3,224,23,0,59.2938695040295,1,c4,0,f,2.97648089915591,1567673.41545381
1,10.7630308655539,a1,b18,b18,54,q1,54116,6,140,0,0,50.337125292176,1,c1,0,c,2.39390297555533,490464.296463581
1,9.32308306580765,a2,b98,b98,9,q1,12345,8,140,1,1,61.8191669390275,1,c4,0,c,2.03583293542014,278396.164654497
2,55.4784348152481,a1,b0,b0,19,q1,11500,6,211,7,0,99.393813673138,1,c1,1,f,4.10016712866898,1354953.28621459
